Sample Size,Mean Estimate,Lower Bound,Upper Bound
1.0,-0.7535791464167558,-0.9860904615793324,-0.5210678312541792
2.0,0.7010661260262552,0.46855481086367856,0.9335774411888318
3.0,-2.1753991726799002,-2.407910487842477,-1.9428878575173236
4.0,-0.7254294194596766,-0.9579407346222533,-0.49291810429710003
5.0,-0.24494113914794324,-0.47745245431051986,-0.0124298239853666
6.0,0.879547119770263,0.6470358046076864,1.1120584349328397
7.0,1.0760965132522793,0.8435851980897027,1.308607828414856
8.0,1.5881860462096298,1.3556747310470532,1.8206973613722064
9.0,1.3289734924596557,1.096462177297079,1.5614848076222323
10.0,0.700342338019339,0.46783102285676237,0.9328536531819156
11.0,0.46743023555756236,0.23491892039498571,0.699941550720139
12.0,0.5845524626300239,0.3520411474674473,0.8170637777926005
13.0,0.995780493919081,0.7632691787565044,1.2282918090816577
14.0,0.8741115009686639,0.6416001858060872,1.1066228161312406
15.0,0.8989826369402055,0.6664713217776289,1.1314939521027823
16.0,1.1937490177965517,0.9612377026339751,1.4262603329591284
17.0,1.4074922560115517,1.174980940848975,1.6400035711741283
18.0,1.1903614168993382,0.9578501017367615,1.4228727320619148
19.0,1.0850626992003163,0.8525513840377397,1.317574014362893
20.0,1.3905554839442047,1.158044168781628,1.6230667991067813
21.0,1.652594653310467,1.4200833381478903,1.8851059684730436
22.0,1.5590002975047887,1.3264889823422121,1.7915116126673654
23.0,1.5748894583134945,1.3423781431509179,1.807400773476071
24.0,1.6583460638887038,1.4258347487261271,1.8908573790512804
25.0,1.567150990672273,1.3346396755096963,1.7996623058348495
26.0,1.7459545548853954,1.5134432397228188,1.978465870047972
27.0,1.7756409082553393,1.5431295930927627,2.008152223417916
28.0,1.9773012098044007,1.744789894641824,2.2098125249669773
29.0,1.9831674884114876,1.750656173248911,2.215678803574064
30.0,1.8987814480633767,1.6662701329008,2.1312927632259533
31.0,2.062058616680336,1.8295473015177595,2.2945699318429127
32.0,2.2843516857089368,2.05184037054636,2.5168630008715134
33.0,2.4015800334788495,2.169068718316273,2.634091348641426
34.0,2.508820155728352,2.2763088405657754,2.7413314708909287
35.0,2.5993658670191064,2.36685455185653,2.831877182181683
36.0,2.525208211323808,2.2926968961612313,2.7577195264863845
37.0,2.5234866585740057,2.290975343411429,2.7559979737365823
38.0,2.621172601025375,2.3886612858627982,2.8536839161879515
39.0,2.6285616414800552,2.3960503263174786,2.861072956642632
40.0,2.670301251509056,2.4377899363464794,2.9028125666716327
41.0,2.898373324289703,2.6658620091271263,3.1308846394522796
42.0,3.0035817774149027,2.771070462252326,3.2360930925774793
43.0,2.981719568723383,2.7492082535608064,3.2142308838859597
44.0,2.9962500420545055,2.763738726891929,3.228761357217082
45.0,2.983207063347559,2.7506957481849823,3.2157183785101355
